Address,CityOrCounty,State,IncidentDate,Latitude,Longitude
3800 block of Marlborough Avenue,San Diego,California,13-Nov-16,32.81689046,-117.1333353
Conley Street and South Ivey Lane,Orlando,Florida,13-Nov-16,28.4158857,-81.2987497
8600 block of Ardith Drive,Sacramento,California,12-Nov-16,38.56663215,-121.4682998
21st St and Cleveland Ave,Kansas City,Missouri,12-Nov-16,38.30885939,-92.50820581
2500 Park Avenue,Bridgeport,Connecticut,12-Nov-16,41.18705826,-73.19553341
7705 Channelside Street,Houston,Texas,11-Nov-16,29.7804724,-95.3863425
6610 S Sam Houston Pkwy W,Houston,Texas,10-Nov-16,29.7804724,-95.3863425
1524 3rd Ave,Seattle,Washington,9-Nov-16,47.6105993,-122.3380513
3400 block of W Monroe,Chicago,Illinois,9-Nov-16,41.83861021,-87.68661087
1800 block of East Brooks Road,Memphis,Tennessee,9-Nov-16,35.10520292,-89.97735447
3135 West Broward Boulevard,Fort Lauderdale (Lauderhill),Florida,5-Nov-16,28.14683286,-83.20422736
10726 Perrin Beitel Rd,San Antonio,Texas,5-Nov-16,31.53834907,-99.6497468
803 Main St,Myrtle Beach,South Carolina,5-Nov-16,33.6935892,-78.8843059
420 14th Street,Oakland,California,5-Nov-16,37.8042559,-122.2703024
4800 block of North Winthrop,Chicago,Illinois,5-Nov-16,41.83861021,-87.68661087
5451 Springfield Ave,Philadelphia,Pennsylvania,4-Nov-16,39.94000389,-75.22552609
8000 block of S Shore Dr,Chicago,Illinois,3-Nov-16,41.83861021,-87.68661087
234 Cleveland Street,Orange,New Jersey,3-Nov-16,40.12272985,-74.70346139
2111 Bragg Street,Little Rock,Arkansas,2-Nov-16,34.7280381,-92.2659877
5200 block of Zodiac Rd,Memphis,Tennessee,1-Nov-16,35.10520292,-89.97735447
700 Block of W 68th St,Shreveport,Louisiana,31-Oct-16,30.8956711,-91.67752985
742 Junction Ave,Toledo,Ohio,30-Oct-16,41.6481458,-83.5770341
135 Ridge Street,New York (Manhattan),New York,30-Oct-16,42.6687355,-75.44096178
119 First Street,Newburgh,New York,30-Oct-16,41.50369729,-74.02047219
6860 Walker Mill Road,Capitol Heights,Maryland,30-Oct-16,38.87695016,-76.90745885
2900 block of Aspen Meadow,San Antonio,Texas,30-Oct-16,31.53834907,-99.6497468
2010 Cornell Ridge Dr,Dayton,Ohio,29-Oct-16,39.77961307,-84.20082874
1600 block of Century Boulevard,Los Angeles,California,29-Oct-16,34.10482229,-118.4110473
3500 block of Madison Street,Riverside,California,29-Oct-16,33.93812516,-117.3948458
200 block of Lorenz Blvd,Jackson,Mississippi,28-Oct-16,32.31702909,-90.21275137
Northwest 173rd Terrace and 27th Avenue,Miami Gardens,Florida,28-Oct-16,25.94326339,-80.24253322
600 block of Moccasin Gap Road,Jackson,Georgia,27-Oct-16,33.2910663,-83.96814417
3300 block of Riverside Dr,Dayton,Ohio,25-Oct-16,39.77961307,-84.20082874
830 Campbell Avenue Southeast,Roanoke,Virginia,25-Oct-16,37.27821818,-79.9581616
Highway 66 and N 3310 Rd,Wellston,Oklahoma,23-Oct-16,35.68602046,-97.06146991
77th and Bancroft Avenues,Oakland,California,22-Oct-16,37.77108878,-122.2249767
325 La Grande Ave,San Francisco,California,18-Oct-16,37.75971499,-122.6939756
6700 block of South Winchester,Chicago (Englewood),Illinois,17-Oct-16,40.10756121,-89.1611563
1800 block of St Stephens Road,Mobile,Alabama,15-Oct-16,30.66726266,-88.10116594
7801 East State St,Rockford,Illinois,15-Oct-16,42.26315005,-89.06121191
2918 Rimpau Blvd,Los Angeles,California,15-Oct-16,34.0271838,-118.3508704
3300 block of W Maypole Ave,Chicago,Illinois,14-Oct-16,41.83861021,-87.68661087
2700 block of West Lexington,Chicago,Illinois,13-Oct-16,41.83861021,-87.68661087
1850 28th Street SE,Grand Rapids,Michigan,9-Oct-16,42.96148154,-85.65568585
1696 Arden Way,Sacramento,California,9-Oct-16,38.56663215,-121.4682998
7301 3rd Ave,Brooklyn,New York,8-Oct-16,40.63439283,-73.95026864
3727 Ulloa Street,New Orleans,Louisiana,4-Oct-16,29.9673614,-90.1018816
Fourth St and Hennepin Ave,Minneapolis,Minnesota,3-Oct-16,44.96354079,-93.26783453
2600 South Flores Street,San Antonio,Texas,2-Oct-16,31.53834907,-99.6497468
17250E Road,Pembroke Township,Illinois,1-Oct-16,40.10756121,-89.1611563
3200 block of East Clay Avenue,Fresno,California,1-Oct-16,36.7826736,-119.794492
400 block of Ellis Street,San Francisco,California,29-Sep-16,37.75971499,-122.6939756
100 block of 5 Royales Dr,Winston Salem (Winston-salem),North Carolina,26-Sep-16,35.3662481,-79.42939386
21219 Grand Linden Ct,Humble,Texas,26-Sep-16,29.99200229,-95.26578468
5450 Weslayan St,Houston,Texas,26-Sep-16,29.7804724,-95.3863425
300 block of E. Green St,Champaign,Illinois,25-Sep-16,40.1138099,-88.2752997
Greenmount Avenue and Preston Street,Baltimore,Maryland,24-Sep-16,39.23545018,-76.63677351
201 Cascade Mall Dr,Burlington,Washington,23-Sep-16,48.46767358,-122.3298183
3001 Castor Avenue,Philadelphia,Pennsylvania,18-Sep-16,39.98569718,-75.0859375
421 Rivermont Ave,Lynchburg,Virginia,18-Sep-16,37.40041632,-79.19110808
1700 block of Brighton Place,Pittsburgh,Pennsylvania,18-Sep-16,40.43946574,-79.97631573
20582 SW 119th Ave,Miami,Florida,17-Sep-16,25.77525637,-80.20885121
3918 Columbia St,Orlando,Florida,17-Sep-16,28.5268272,-81.4243508
2016 West 76th Street,Indianapolis,Indiana,17-Sep-16,39.77710046,-86.14634767
2600 block of Birney Place SE,Washington,District of Columbia,17-Sep-16,38.90477236,-77.01628888
5100 block of Sansom St,Philadelphia,Pennsylvania,16-Sep-16,40.00763806,-75.1339627
555 N Heliotrope Dr,Los Angeles (Hollywood),California,16-Sep-16,34.080683,-118.2954511
16000 block of Saybrook,Humble,Texas,14-Sep-16,29.99200229,-95.26578468
1723 E Wayne St,Fort Wayne,Indiana,13-Sep-16,41.08849204,-85.14358989
3006 Holton Avenue,Fort Wayne,Indiana,11-Sep-16,41.08849204,-85.14358989
2349 S Claiborne Ave,New Orleans,Louisiana,11-Sep-16,29.9447143,-90.0913642
87 Van Wagenen Ave,Jersey City,New Jersey,11-Sep-16,40.12272985,-74.70346139
500 block of Westport Rd,Kansas City,Missouri,11-Sep-16,38.30885939,-92.50820581
2207 Pierce Road,Saginaw,Michigan,11-Sep-16,43.4192825,-83.95032993
1100 block of Highway 70,New Bern,North Carolina,11-Sep-16,35.09685768,-77.0731308
3451 Northwest 36 Street,Miami,Florida,10-Sep-16,25.77525637,-80.20885121
8330 Linden Rd,Del Valle,Texas,8-Sep-16,31.53834907,-99.6497468
300 block of Lacey St,Hot Springs National Park (Hot Springs),Arkansas,8-Sep-16,34.87946371,-92.38111209
2700 block of W Lexington Ave,Chicago,Illinois,5-Sep-16,41.83861021,-87.68661087
600 block of Moss Street,Reading,Pennsylvania,5-Sep-16,40.33993195,-75.92661555
1020 Orange Ave NE,Roanoke,Virginia,4-Sep-16,37.27821818,-79.9581616
100 block of North Seeley Avenue,Chicago,Illinois,3-Sep-16,41.83861021,-87.68661087
600 block of North 30th Street,Wilmington,North Carolina,3-Sep-16,35.3662481,-79.42939386
400 Merritts Avenue NE,Atlanta,Georgia,30-Aug-16,33.7690147,-84.3744412
6800 block of South Ashland,Chicago (Englewood),Illinois,30-Aug-16,40.10756121,-89.1611563
907 White Horse Pike,Egg Harbor City,New Jersey,29-Aug-16,39.5639379,-74.59677963
41450 Cruz Way,Temecula,California,29-Aug-16,33.5196208,-117.0318351
2200 block of 17th St,Lubbock,Texas,28-Aug-16,33.56662511,-101.8863357
514 E 156th St,Bronx,New York,28-Aug-16,40.84911597,-73.85295233
S Grand Blvd and Montana St,Saint Louis,Missouri,28-Aug-16,38.30885939,-92.50820581
512 E Columbus St,Dadeville,Alabama,28-Aug-16,32.83258747,-85.76749401
3810 7th Ave,Bessemer (Brighton),Alabama,27-Aug-16,32.63501642,-86.80937931
1900 block of NW 83rd Terr,Miami,Florida,27-Aug-16,25.77525637,-80.20885121
Marion Street,Bridgeton,New Jersey,25-Aug-16,39.42843443,-75.22836352
19 Plymouth St,Bridgeport,Connecticut,21-Aug-16,41.1983351,-73.1755087
Westview and Stratton Street,Boston,Massachusetts,21-Aug-16,42.3322209,-71.01643176
900 block of Pacific Avenue,Tacoma,Washington,20-Aug-16,47.25174587,-122.4596112
903 Dixwell Ave,Hamden,Connecticut,20-Aug-16,41.39606285,-72.92152048
Jim Platt Road,Citronelle,Alabama,20-Aug-16,31.0948704,-88.24735049
402 E Main Street,Waterbury,Connecticut,18-Aug-16,41.5541628,-73.0340055
Mandela Parkway,Oakland,California,17-Aug-16,37.77108878,-122.2249767
1600 block of Selden Avenue,Norfolk,Virginia,14-Aug-16,36.92334179,-76.24561422
1717 Plymouth Ave N,Minneapolis,Minnesota,14-Aug-16,44.9911983,-93.3025636
6300 block of 11th Avenue,Los Angeles,California,13-Aug-16,34.10482229,-118.4110473
4001 West Fond Du Lac Ave,Milwaukee,Wisconsin,13-Aug-16,43.0641114,-87.96721631
Jamaica Ave and 105th St,Richmond Hill,New York,13-Aug-16,42.6687355,-75.44096178
1800 Connecticut Ave,Joplin,Missouri,13-Aug-16,37.07596793,-94.50214662
100 block of West 38th Street,Jacksonville,Florida,12-Aug-16,30.3369138,-81.66090703
10921 Estate Ln,Dallas,Texas,12-Aug-16,32.8824461,-96.6970066
500 block of E Ashmead St,Philadelphia,Pennsylvania,11-Aug-16,40.00763806,-75.1339627
Foster Street and Jackson Avenue,Evanston,Illinois,10-Aug-16,42.04634675,-87.69394724
4000 Green Tree Drive,Sacramento,California,10-Aug-16,38.56663215,-121.4682998
341 General Marshall Street NE,Albuquerque,New Mexico,8-Aug-16,35.1055517,-106.6473884
1214 Labelle St,Jacksonville,Florida,8-Aug-16,30.3002378,-81.7342565
5925 South Figueroa Street,Los Angeles,California,7-Aug-16,33.986634,-118.2828613
4460 Clay St,Vicksburg,Mississippi,7-Aug-16,32.3437295,-90.8295334
5400 block of Sheridan Boulevard,Arvada,Colorado,7-Aug-16,39.8097397,-105.1066199
100 block of South Springfield,Chicago,Illinois,7-Aug-16,41.83861021,-87.68661087
51 Winding Brook Drive,Reading (Sinking Spring),Pennsylvania,6-Aug-16,40.99568088,-77.78712223
70 block of Thorpe Street,Pontiac,Michigan,5-Aug-16,42.64932157,-83.28780622
21600 block of Rider St,Perris,California,5-Aug-16,33.78973456,-117.2232918
Ayers Street and Griffith Avenue,Memphis,Tennessee,4-Aug-16,35.10520292,-89.97735447
4110 Glenwood Road,Decatur,Georgia,3-Aug-16,33.77121517,-84.29675277
5700 block of Hallandale Beach Blvd,Hollywood (West Park),Florida,2-Aug-16,28.14683286,-83.20422736
South Bedford Avenue,Evansville,Indiana,1-Aug-16,37.98671582,-87.53827073
Southwest 203rd Terrace and 115th Avenue,Miami,Florida,31-Jul-16,25.77525637,-80.20885121
208 E 6th St,Austin,Texas,31-Jul-16,30.2677772,-97.7408092
5000 block of Kensington Ave,Saint Louis,Missouri,30-Jul-16,38.30885939,-92.50820581
14699 Highway 17,Townsend (Eulonia),Georgia,30-Jul-16,32.6176611,-83.39219224
10009 Chennault Beach,Mukilteo,Washington,30-Jul-16,47.91645001,-122.3103173
Trail Creek St,Athens,Georgia,29-Jul-16,33.95081707,-83.36894174
303 College Ave,Elmira,New York,28-Jul-16,42.12669007,-76.82556626
Greenmount Avenue,Baltimore,Maryland,28-Jul-16,39.30097988,-76.61064805
800 block of West 50th Place,Chicago,Illinois,28-Jul-16,41.83861021,-87.68661087
3580 Evans Ave,Fort Myers,Florida,25-Jul-16,26.61950094,-81.83031527
1555 Main St,Hamilton,Ohio,24-Jul-16,39.3940584,-84.56554243
3630 Ashley Phosphate Road,North Charleston,South Carolina,23-Jul-16,32.9255025,-80.0847549
Fountain Avenue,Brooklyn,New York,23-Jul-16,40.63439283,-73.95026864
3400 block of Beekman Street,Cincinnati,Ohio,23-Jul-16,39.14291321,-84.50366914
202 Childers Drive,Bastrop,Texas,23-Jul-16,30.1029939,-97.3290306
300 block of North Wildwood Avenue,Kankakee,Illinois,22-Jul-16,41.10161741,-87.86482915
4400 block of South Leamington,Chicago,Illinois,21-Jul-16,41.83861021,-87.68661087
Hedges at Peach and Olive,Fresno,California,20-Jul-16,36.7826736,-119.794492
13th Street and Tyler Avenue,West Memphis,Arkansas,19-Jul-16,35.15322461,-90.19876717
9611 Airline Highway,Baton Rouge,Louisiana,17-Jul-16,30.4338186,-91.0813972
6610 Tidwell,Houston,Texas,17-Jul-16,29.7804724,-95.3863425
Grand River and McGraw avenue,Detroit,Michigan,17-Jul-16,41.93132091,-83.3292499
6300 block of Benavides Drive,Dallas,Texas,16-Jul-16,32.79464486,-96.76633721
5000 block of Euclid Avenue,Cleveland,Ohio,16-Jul-16,41.51121521,-81.56356397
1200 block of West 25th Street,San Bernardino,California,16-Jul-16,34.13970281,-117.2942335
621 Stephens Drive,Bakersfield,California,16-Jul-16,35.347839,-119.035941
1348 College Street,Clarksville,Tennessee,16-Jul-16,36.56968315,-87.34323717
4006 NW 417th Street,Woodland,Washington,15-Jul-16,45.9233043,-122.712554
400 block of Pecan Avenue,Crosby,Texas,14-Jul-16,29.91462267,-95.05908104
1600 block of 7th Street,Oakland,California,14-Jul-16,37.77108878,-122.2249767
900 block of Moeller Avenue,Akron,Ohio,14-Jul-16,41.08004268,-81.52186217
105 Magnolia Avenue,Warner Robins,Georgia,13-Jul-16,32.5970961,-83.653936
3000 block of Miami St,Saint Louis,Missouri,13-Jul-16,38.30885939,-92.50820581
1800 block of W. North Avenue,Baltimore,Maryland,11-Jul-16,39.23545018,-76.63677351
500 block of Summit Avenue,Jackson,Michigan,11-Jul-16,42.24311101,-84.40377718
811 Port St,Saint Joseph,Michigan,11-Jul-16,44.81566738,-86.14800697
5100 block of Call Pl. SE,Washington,District of Columbia,11-Jul-16,38.90477236,-77.01628888
536 Volunteer Parkway,Bristol,Tennessee,7-Jul-16,36.55604316,-82.21430545
800 Main St,Dallas,Texas,7-Jul-16,32.7791698,-96.8049588
2136 North Lobdell Avenue,Baton Rouge,Louisiana,7-Jul-16,30.4507665,-91.12584647
56th Street and Naomi Avenue,Los Angeles,California,5-Jul-16,34.10482229,-118.4110473
Seventh  Ave and Liberty Ave,Pittsburgh,Pennsylvania,4-Jul-16,40.43946574,-79.97631573
5500 block of South Hermitage Avenue,Chicago (Englewood),Illinois,4-Jul-16,40.10756121,-89.1611563
419 Chauncey Street,Brooklyn,New York,4-Jul-16,40.63439283,-73.95026864
1400 block of W. 107 Street,Cleveland,Ohio,4-Jul-16,41.51121521,-81.56356397
1300 block of Robin,Houston,Texas,4-Jul-16,29.7804724,-95.3863425
4000 block of West Southern Avenue,Phoenix,Arizona,4-Jul-16,33.5721625,-112.0879662
401 Lea Joyner Memorial Expy,Monroe,Louisiana,3-Jul-16,32.51814451,-92.07735384
2300 block of Daisy Street,Chattanooga,Tennessee,3-Jul-16,35.06804894,-85.24908097
9500 block of South Loomis Street,Chicago,Illinois,30-Jun-16,41.83861021,-87.68661087
6100 block of West Lake Mead Boulevard,Las Vegas,Nevada,29-Jun-16,36.2277116,-115.2640448
13800 block of S Avalon Boulevard,Los Angeles,California,28-Jun-16,34.10482229,-118.4110473
1600 block of South Christiana,Chicago,Illinois,28-Jun-16,41.83861021,-87.68661087
13436 Killiam Loop NE,Woodburn,Oregon,27-Jun-16,45.1476872,-122.8585376
Highway 38 N,Bennettsville,South Carolina,26-Jun-16,34.63040898,-79.68741982
1500 block of Moreland Avenue SE,Atlanta,Georgia,26-Jun-16,33.76265247,-84.4231419
6000 block of Elm Street,Houston,Texas,26-Jun-16,29.7804724,-95.3863425
Baldwin Blvd  and Lamar,Corpus Christi,Texas,26-Jun-16,27.73759861,-97.28696423
2240 Camp Greene St.,Charlotte,North Carolina,26-Jun-16,35.2246419,-80.8849926
2466 East Lancaster Avenue,Fort Worth,Texas,25-Jun-16,32.7442287,-97.2917827
700 block of Craig Street,Norfolk,Virginia,25-Jun-16,36.92334179,-76.24561422
1400 block of W. 114th Place,Chicago,Illinois,25-Jun-16,41.83861021,-87.68661087
N. 3rd and Walker,Kansas City,Kansas,24-Jun-16,38.49058144,-98.35318177
Brook and Winter Street,Hartford,Connecticut,24-Jun-16,41.76607064,-72.68340124
3100 block of Orleans Ave,District Heights,Maryland,24-Jun-16,38.85929718,-76.88788338
500 block of Dutterow Road SE,Olympia,Washington,22-Jun-16,47.04173016,-122.8957946
Lancashire Drive and Central Drive,Dekalb (county),Georgia,22-Jun-16,32.6176611,-83.39219224
3100 block of West Warren,Chicago,Illinois,22-Jun-16,41.83861021,-87.68661087
Mosshill Lane,Willingboro,New Jersey,21-Jun-16,40.02804204,-74.88813539
2802 Rodman Street,Louisville,Kentucky,21-Jun-16,38.2089074,-85.7701335
2328 Melrose Avenue,Roanoke,Virginia,19-Jun-16,37.28588396,-79.97503693
Fredrick Douglas Road,Exmore,Virginia,18-Jun-16,37.52945706,-75.82812562
2625 Arnold Ct,Waycross,Georgia,18-Jun-16,31.21091212,-82.35788436
East 79th Street and South Escanaba Avenue,Chicago,Illinois,18-Jun-16,41.83861021,-87.68661087
South Van Buren and Elm streets,Wilmington,Delaware,14-Jun-16,39.06278721,-75.43669486
1301 Franklin Street,Oakland,California,14-Jun-16,37.803477,-122.2704963
East El Monte Way and Recreation Avenue,Fresno,California,13-Jun-16,36.7826736,-119.794492
Avenue D and E. 57th,Brooklyn,New York,13-Jun-16,40.63439283,-73.95026864
3200 block of West Congress,Chicago,Illinois,13-Jun-16,41.83861021,-87.68661087
1912 S Orange Avenue,Orlando,Florida,12-Jun-16,28.5196023,-81.3767061
2300 block of Davis Ave,Roswell,New Mexico,11-Jun-16,33.37291265,-104.5293172
4000 block of Elmore Avenue,Webster,Minnesota,11-Jun-16,44.50063035,-93.34199161
Alvarado Avenue,Stockton,California,11-Jun-16,37.97672722,-121.3121116
8500 block of Cedros Avenue,Panorama City,California,11-Jun-16,37.24004903,-119.5032355
4000 block of Collegiate Avenue,Charlotte,North Carolina,11-Jun-16,35.20787221,-80.83007545
Landview Drive,Fort Walton Beach,Florida,9-Jun-16,30.42439959,-86.61918485
North Capitol Street and New York Avenue NW,Washington,District of Columbia,8-Jun-16,38.90477236,-77.01628888
66 Washington St,Boston,Massachusetts,8-Jun-16,42.373484,-71.066195
33 60 South Fairway Street,Visalia,California,6-Jun-16,36.32714166,-119.3273156
8th and Humboldt Avenue N.,Minneapolis,Minnesota,5-Jun-16,44.96354079,-93.26783453
2600 block of Skyline Boulevard S,Cape Coral,Florida,5-Jun-16,26.64414689,-81.99658797
8152 N Black Canyon Hwy,Phoenix,Arizona,5-Jun-16,33.5721625,-112.0879662
Mermaid Ave and 16th St.,Brooklyn,New York,5-Jun-16,40.63439283,-73.95026864
3600 block of Hudson Street,Denver,Colorado,4-Jun-16,39.76144202,-104.8767568
3300 block of West Huron Street,Chicago,Illinois,31-May-16,41.83861021,-87.68661087
6600 block of Pawawna Drive,Fort Wayne,Indiana,31-May-16,41.08849204,-85.14358989
500 block of East 43rd Street,Baltimore,Maryland,30-May-16,39.30097988,-76.61064805
3900 block of 44th,Sacramento,California,30-May-16,38.56663215,-121.4682998
200 block of N 3rd St,Las Vegas,Nevada,29-May-16,36.2277116,-115.2640448
600 block of Martin Luther King Jr. Boulevard,Trenton,New Jersey,29-May-16,40.223729,-74.76399433
300 block of South Meridian Street,Indianapolis,Indiana,29-May-16,39.77710046,-86.14634767
13210 Memorial Drive,Houston,Texas,29-May-16,29.77295745,-95.57414439
102 Isabella Avenue,Newark,New Jersey,23-May-16,40.72417185,-74.17242155
8639 Apple St,New Orleans,Louisiana,22-May-16,29.961556,-90.1237853
Poplar and Sutter Streets,Stockton,California,22-May-16,37.97672722,-121.3121116
100 block of Rains Avenue,Nashville,Tennessee,22-May-16,36.16746379,-86.78570268
Levi Barnes Road,Jackson,Georgia,21-May-16,33.2910663,-83.96814417
34th Street and North Keystone Avenue,Indianapolis,Indiana,18-May-16,39.77710046,-86.14634767
5360 Savannah Highway,Ravenel,South Carolina,17-May-16,32.7860364,-80.2035037
420 North Garvin Street,Evansville,Indiana,15-May-16,37.98671582,-87.53827073
Rossman Dairy Road,Moultrie,Georgia,15-May-16,31.15915162,-83.77163337
Cordova and Peoples Street,Atlanta,Georgia,14-May-16,33.76265247,-84.4231419
2337 Washington St W,Charleston,West Virginia,14-May-16,38.3483993,-81.63220222
1400 block of 21st Street N,Birmingham,Alabama,11-May-16,32.63501642,-86.80937931
7100 block of South State Street,Chicago,Illinois,11-May-16,41.83861021,-87.68661087
8600 block of North Lamar,Austin,Texas,8-May-16,30.3071816,-97.7559964
12300 block of Gratiot,Detroit,Michigan,6-May-16,41.93132091,-83.3292499
1300 block of Clay Street,Montgomery,Alabama,6-May-16,32.34724369,-86.2672602
7101 Democracy Blvd,Bethesda,Maryland,6-May-16,38.98667225,-77.11874935
300 block of North Thomas Drive,Shreveport,Louisiana,5-May-16,30.8956711,-91.67752985
2108 NW 19th Terrace,Miami,Florida,5-May-16,25.77525637,-80.20885121
16th Avenue North and Newton Avenue North,Minneapolis,Minnesota,4-May-16,44.96354079,-93.26783453
1955 Old Castle Drive,Murfreesboro,Tennessee,1-May-16,35.85077819,-86.40862823
400 block of N Dade Ave,Saint Louis (Ferguson),Missouri,29-Apr-16,38.30885939,-92.50820581
3200 block of San Pablo Avenue,Oakland,California,29-Apr-16,37.77108878,-122.2249767
4300  Block of Kerrit Dr,Baton Rouge,Louisiana,27-Apr-16,30.4507665,-91.12584647
Pecan Drive,Kilmichael,Mississippi,27-Apr-16,33.44037624,-89.56738751
6500 block of Hil-Mar Drive,District Heights (Forestville),Maryland,26-Apr-16,38.96206028,-77.00581636
400 Charlotte Avenue,Nashville,Tennessee,25-Apr-16,36.16746379,-86.78570268
1506 Northwest 70th Street,Miami,Florida,25-Apr-16,25.77525637,-80.20885121
1055 L P Bailey Memorial Hwy,Halifax,Virginia,24-Apr-16,36.76121467,-78.92793663
2000 block of West 68th Place,Chicago (Englewood),Illinois,24-Apr-16,40.10756121,-89.1611563
1400 block of 14th Street,Denver,Colorado,24-Apr-16,39.76144202,-104.8767568
1650 South Hollywood Boulevard,Las Vegas,Nevada,23-Apr-16,36.2277116,-115.2640448
1200 block of Lee Road 83,Auburn,Alabama,23-Apr-16,32.607722,-85.4895446
3732 S.W. Topeka Boulevard,Topeka,Kansas,23-Apr-16,38.99910809,-95.68671052
West 141st Street and Edgecombe Avenue,New York (Manhattan),New York,23-Apr-16,42.6687355,-75.44096178
4077 Union Hill Road,Piketon,Ohio,22-Apr-16,39.06488149,-82.99849006
3162 Johnson Drive,Appling,Georgia,22-Apr-16,33.59639362,-82.31233358
4800 block of Frankford Avenue,Baltimore,Maryland,21-Apr-16,39.30097988,-76.61064805
81551 Us Highway 278,Blountsville,Alabama,19-Apr-16,34.08141715,-86.58676491
2700 block of West 53rd Street,Chicago,Illinois,19-Apr-16,41.83861021,-87.68661087
1400 block of West 84th Street,Chicago,Illinois,19-Apr-16,41.83861021,-87.68661087
1200 block of E. 17th Street,Long Beach,California,18-Apr-16,33.80574739,-118.1612131
600 block of Westmoreland Street,Philadelphia,Pennsylvania,17-Apr-16,40.00763806,-75.1339627
200 block of Eastview Road,Pelzer,South Carolina,17-Apr-16,34.64489401,-82.46048327
5021 W St Hwy 107,Edinburg,Texas,17-Apr-16,26.3155841,-98.16371369
9500 block of Oakland,Detroit,Michigan,16-Apr-16,41.93132091,-83.3292499
1100 block of Conley Street,Orlando,Florida,16-Apr-16,28.4158857,-81.2987497
Baxter Street,Enterprise,Alabama,16-Apr-16,31.32839931,-85.84570109
76th and Sheridan,Milwaukee,Wisconsin,10-Apr-16,43.0641114,-87.96721631
84th Street and Towne Avenue,Los Angeles,California,10-Apr-16,34.10482229,-118.4110473
Mt Moriah Road and Ridgeway Road,Memphis,Tennessee,9-Apr-16,35.10520292,-89.97735447
West 15th Street and Crawford Avenue,Anniston,Alabama,9-Apr-16,33.67036113,-85.81483829
2600 block of Mesa Drive SE,Albuquerque,New Mexico,9-Apr-16,35.1055517,-106.6473884
2200 block of East 70th Place,Chicago,Illinois,7-Apr-16,41.83861021,-87.68661087
6800 block of South Throop,Chicago (Englewood),Illinois,31-Mar-16,40.10756121,-89.1611563
4500 block of West West End Avenue,Chicago,Illinois,25-Mar-16,41.83861021,-87.68661087
8501 E. Alameda Avenue,Denver,Colorado,25-Mar-16,39.76144202,-104.8767568
5700 block of West Washington Boulevard,Chicago,Illinois,21-Mar-16,41.83861021,-87.68661087
12050 NW 4th Court,Plantation,Florida,19-Mar-16,26.12505023,-80.30958119
South Shelby Street,Wetumpka,Alabama,19-Mar-16,32.53986326,-86.20516556
Donald Lee Hollowell Drive,Atlanta,Georgia,15-Mar-16,33.76265247,-84.4231419
50 South Road,Fort Myers,Florida,13-Mar-16,26.5764774,-81.8596035
16126 S.E. Stark St.,Portland,Oregon,12-Mar-16,45.5371811,-122.6499872
Interstate 880,Oakland,California,12-Mar-16,37.77108878,-122.2249767
2600 block of Hazelwood,Detroit,Michigan,11-Mar-16,42.38402073,-83.10165683
Oliver Avenue,Trenton,New Jersey,11-Mar-16,40.223729,-74.76399433
1304 Franklin Ave,Pittsburgh,Pennsylvania,9-Mar-16,40.43946574,-79.97631573
Sherman St,San Antonio,Texas,8-Mar-16,31.53834907,-99.6497468
800 block of Martin Luther King Jr. Drive,Lafayette,Louisiana,7-Mar-16,30.2115732,-92.0313942
3000 block of South 36th Street,Kansas City,Kansas,7-Mar-16,38.49058144,-98.35318177
120 Washington Avenue,Chelsea,Massachusetts,6-Mar-16,42.39589704,-71.03248695
890 Atlanta St,Roswell,Georgia,6-Mar-16,34.0227879,-84.3618405
900 block of West Victoria Street,Compton,California,6-Mar-16,33.89316026,-118.2256332
116 North Mead,Wichita,Kansas,5-Mar-16,37.6906938,-97.3426776
900 E 5th Ave,Columbus,Ohio,4-Mar-16,39.98637561,-82.98059198
8800 block of Livernois,Detroit,Michigan,28-Feb-16,41.93132091,-83.3292499
5500 block of Etiwanda Avenue,Riverside (Jurupa Valley),California,28-Feb-16,37.24004903,-119.5032355
13051 Lashmere Ct,Woodbridge (Lake Ridge),Virginia,27-Feb-16,38.6696252,-77.3536249
300 block of Horseshoe Rd.,Belfair,Washington,26-Feb-16,47.45120372,-122.8473332
200 S Ridge Rd,Hesston,Kansas,25-Feb-16,38.1403696,-97.42166417
4812 West Sunnyside Ave,Glendale,Arizona,23-Feb-16,33.56725245,-112.2827261
1042 Sheridan Road,Daytona Beach,Florida,23-Feb-16,29.209006,-81.0447524
Interstate Highway 270 and North Lindbergh Boulevard,Hazelwood,Missouri,21-Feb-16,38.79319756,-90.39014601
5100 block of Idaho Street,Houston,Texas,21-Feb-16,29.7804724,-95.3863425
2810 E. Bearss Ave,Tampa,Florida,20-Feb-16,27.96800236,-82.4763859
5581 Cracker Barrel Blvd,Kalamazoo,Michigan,20-Feb-16,42.27491205,-85.58815842
231 Co Rd 201,Iuka,Mississippi,20-Feb-16,34.80772715,-88.19780629
200 block of Elm Street,Bessemer,Alabama,20-Feb-16,33.37122308,-86.96888469
446 S Parramore Ave,Orlando,Florida,20-Feb-16,28.5366497,-81.3891156
4100 block of Buena Vista Road,Edgerton,Missouri,19-Feb-16,39.50218559,-94.62899419
509 Porter Street,Vallejo,California,19-Feb-16,38.0882826,-122.245532
8449 Gulf Freeway,Houston,Texas,14-Feb-16,29.7804724,-95.3863425
Earnest Friday Road,Eutaw (Union),Alabama,14-Feb-16,32.63501642,-86.80937931
